,index,0,lfc_mean
305,LGALS9,1,1.0631357042621807
307,MREG,1,2.384551930693596
308,PRTFDC1,1,inf
309,MAFG,1,1.2326440717400169
311,PTCD1,1,1.962079397246548
312,NSUN4,1,1.0592752540725514
313,ZFHX3,1,1.176477336622521
314,WHRN,1,2.713881574510908
315,FBXO3,1,1.3724727465285873
318,PAM,1,2.077436847969277
319,SLC12A4,1,1.4044516350542338
320,MGAT5,1,1.1046625786697584
321,SMAD7,1,2.4727895255846657
325,HLA-E,1,1.2163585897249518
326,TRIM22,1,1.1515822233506852
327,P2RY11,1,2.7089043540803424
329,SLC9A9,1,1.2841249908699248
330,JMY,1,1.021813155478078
331,GDF9,1,4.6175167290309735
332,TRIM14,1,1.363100119421797
333,ZBTB4,1,1.1782809213301308
334,DTX3,1,1.473797484643883
335,PPP1R3B,1,1.6122305099617404
336,TSPAN6,1,3.7397890952513255
340,TNIP1,1,1.0817591872381176
342,TCEANC,1,1.4860307285518806
343,SLFN12L,1,3.611989216435844
344,LINC01934,1,2.304752544281666
345,TSNARE1,1,1.771612044414917
346,OTULIN,1,1.1767715579459168
348,CCDC33,1,inf
350,TYMP,1,1.1566119193685396
351,CD58,1,1.2712972765167487
352,CAMK1,1,3.1100770037694536
353,CLSTN3,1,1.7416782717191823
355,AC009133.1,1,2.5216078937668573
356,NFRKB,1,1.0091474791742725
357,ZBTB38,1,1.2742063703320354
359,RXRA,1,1.745478383403067
361,EPS8L2,1,1.3683848976367101
362,LSP1,1,1.011556132063694
363,FNIP2,1,2.359246403838309
364,SNX29,1,1.0192605163516162
365,C7orf50,1,1.1294710852871164
366,ELMO1,1,1.2997435727242257
367,KANK3,1,inf
368,RBPJ,1,1.4514396246518677
369,AC024940.1,1,5.637631909926232
370,CHST11,1,1.6662769648472076
371,CASK,1,1.0660249915635678
373,TBC1D4,1,2.182806620552412
374,UAP1L1,1,1.8167983360808564
375,TNFAIP8L1,1,1.041003581925588
376,TNFSF4,1,2.8870839866265388
378,BLVRA,1,2.740680438161057
379,OPTN,1,1.0644808327881492
380,LIMK1,1,1.3361137587063665
381,NBEAL2,1,1.4301689217871656
382,DENND1A,1,1.0001355682512718
384,FAM53B,1,1.1712142841740478
386,APBB3,1,1.3104620456067473
387,DARS-AS1,1,2.7056406257606627
388,AC099063.4,1,4.001293111287662
390,LINC00910,1,2.5280209557678077
391,FOXP4,1,1.1040529920612907
392,SEPT8,1,2.075327931101371
